gene	celltype	trend_class	score	RNA_mean	RNA_rho	CaH_RNA	CaB_RNA	CaT_RNA	H3K27ac_mean	H3K27ac_rho	CaH_K27ac	CaB_K27ac	CaT_K27ac	H3K27me3_mean	H3K27me3_rho	CaH_K27me3	CaB_K27me3	CaT_K27me3	H3K9me3_mean	H3K9me3_rho	CaH_K9me3	CaB_K9me3	CaT_K9me3
KDM7A	STR D1 MSN	UP	1.5280536286435793	0.23867018520832062	0.15179582423820365	0.20927436649799347	0.22392942011356354	0.2828068733215332	1.2644418347917963e-05	0.51800262052781	1.1869506124639884e-05	1.2631778190552723e-05	1.770664493960794e-05	2.9593725230370183e-06	0.7409671615017478	2.5486731374257943e-06	2.847691803253838e-06	5.325698566593928e-06	6.96447204973083e-06	0.49789888335601884	7.357096365012694e-06	6.9157331381575204e-06	4.473045919439755e-06
SYMPK	STR D1 MSN	UP	1.5255521714447102	0.17615550756454468	-0.1724171120880761	0.1421976238489151	0.15376068651676178	0.23250803351402283	4.169582825852558e-05	-0.21972099302482562	3.9338236092589796e-05	4.321121741668321e-05	4.815694046556018e-05	1.9464383512968197e-05	0.114934373359334	1.9073695511906408e-05	2.0570112610585056e-05	1.8108388758264482e-05	9.092925211007241e-06	0.7013123417089588	8.109215741569642e-06	9.112784027820453e-06	1.5808715033927e-05
ZBTB8A	STR D1 MSN	UP	1.5223426944382663	0.06735911965370178	-0.44596921726518585	0.0545911006629467	0.0583641417324543	0.08912201225757599	2.6053021429106593e-05	0.22637215930398263	2.5344581445096992e-05	2.5635865313233808e-05	3.301479955553077e-05	7.422929229505826e-06	0.3305321258920679	8.587330739828758e-06	5.179647359909723e-06	8.332817742484622e-06	6.893526915519033e-06	0.7397545143418727	5.430293640529271e-06	8.690790309628937e-06	8.695277756487485e-06
SLC39A8	STR D1 MSN	UP	1.5160679224004723	0.1392032355070114	-0.14568017851633547	0.11145693063735962	0.14847728610038757	0.15767541527748108	7.244486187119037e-05	-0.07369384234605865	6.674016185570508e-05	7.59169488446787e-05	8.919797983253375e-05	7.249220743688056e-06	0.27233875818515096	9.149134712060913e-06	5.395072093961062e-06	3.35842082677118e-06	2.386842061241623e-05	0.28238355958898975	2.3099973986973055e-05	2.2655032807961106e-05	3.480655868770555e-05
ARHGAP27	STR D1 MSN	UP	1.506813798662488	0.09833265095949173	-0.3069970471823498	0.08479391783475876	0.09182241559028625	0.11838147044181824	4.621315747499466e-05	0.5620790519762994	4.45068180852104e-05	4.472820364753716e-05	6.574407598236576e-05	2.703809514059685e-06	0.6015628039970552	2.186780420743162e-06	3.7884246921748854e-06	2.0363079329399625e-06	3.1426723126060097e-06	0.7198923933598323	2.289079020556528e-06	4.228765646985266e-06	4.019397238153033e-06
PDE8B	STR D1 MSN	UP	1.5042588686822218	1.4079334735870361	0.35766032818707605	0.8694227337837219	1.384661316871643	1.969717025756836	8.448256994597614e-05	-0.4470081752043802	8.174827235052362e-05	8.645688649266958e-05	9.072871034732088e-05	3.4415561458445154e-06	0.5916886583681954	3.479174438325572e-06	3.5403154470259324e-06	2.9613306651299354e-06	8.400771548622288e-06	0.39449613756467633	8.347848961420823e-06	8.286761840281542e-06	9.29506859392859e-06
FAM242A	STR D1 MSN	UP	1.4957232081670448	0.045322149991989136	-0.4823131785011709	0.03932127729058266	0.04001941531896591	0.05662575736641884	9.211090400640387e-06	0.49978154405776054	7.252208888530731e-06	1.0663852663128637e-05	1.34652218548581e-05	4.420271216076799e-05	0.49590789769744253	4.275065293768421e-05	4.274266029824503e-05	5.573900489252992e-05	5.664654599968344e-05	-0.1369654241356034	5.682201299350709e-05	5.6815584684954956e-05	5.464925925480202e-05
A2ML1-AS1	STR D1 MSN	UP	1.4947535991609284	0.04542027413845062	-0.1955892797545136	0.03969522565603256	0.045458778738975525	0.051106806844472885	4.1670016798889264e-05	0.303987099677492	3.385084346518852e-05	4.66849232907407e-05	6.316188955679536e-05	1.5211408026516438e-05	0.1324443111077777	1.7282349290326238e-05	1.377897115162341e-05	9.218538252753206e-06	1.7958494936465286e-05	0.3195544888622216	1.858334508142434e-05	1.6380212400690652e-05	2.09445151995169e-05
ZNF713	STR D1 MSN	UP	1.4878165388578042	0.14226184785366058	-0.14790815230459228	0.10301405191421509	0.11865727603435516	0.20511400699615479	3.7701647670473903e-05	-0.1366609165229131	3.534050119924359e-05	3.924070188077167e-05	4.404946230351925e-05	5.817565579491202e-06	0.46002482513559645	5.101766873849556e-06	7.2173852458945476e-06	5.196348411118379e-06	1.3758606655756012e-05	0.2993252690283796	1.4401035514310934e-05	1.3270561794342939e-05	1.1573172741918825e-05
MARCHF10	STR D1 MSN	UP	1.486536325624919	0.07310453802347183	-0.40967248499161046	0.06211971491575241	0.06967142969369888	0.0875224694609642	5.99213526584208e-05	0.1319402985074627	5.785747998743318e-05	6.116424628999084e-05	6.605993985431269e-05	1.2695132909357199e-06	0.45797442379142345	1.7808268921726267e-06	5.847849706697161e-07	7.751756356810802e-07	5.4296838243317325e-06	0.6572400205626333	4.6864765863574576e-06	4.304509275243618e-06	1.5784617062308826e-05
CDH3	STR D1 MSN	UP	1.485203948349863	0.08658470958471298	-0.3265985377876521	0.06878803670406342	0.07376142591238022	0.11720476299524307	2.3361142666544765e-05	0.5597701925470019	2.1681858925148845e-05	2.4434957595076412e-05	2.7995432901661843e-05	3.465342888375744e-05	0.3292177304432611	3.641330840764567e-05	3.397139880689792e-05	2.7967669666395523e-05	1.8031914805760607e-05	0.7849635113361964	1.8360151443630457e-05	1.604271528776735e-05	2.4973998733912595e-05
XPO5	STR D1 MSN	UP	1.4541044739706197	0.1674567312002182	-0.21303044823535325	0.1535874605178833	0.16196316480636597	0.18681935966014862	6.650693831034005e-05	-0.15547138678466962	6.1318431107793e-05	7.046584505587816e-05	7.713662489550188e-05	1.568497850712447e-06	0.5872898733902306	1.63556512688956e-06	1.8906494005932473e-06	2.775682617084385e-07	7.425366675306577e-06	0.4441526976205902	8.48662693897495e-06	5.369870450522285e-06	9.601558303984348e-06
ABHD6	STR D1 MSN	UP	1.44245137785866	0.1692834347486496	-0.2244444781011281	0.13260285556316376	0.15523944795131683	0.22000807523727417	6.21152576059103e-05	-0.2577529438235956	6.114390271250159e-05	6.23982705292292e-05	6.674126052530482e-05	4.7101520976866595e-06	0.25111883257353357	5.923242042626953e-06	3.2729949452914298e-06	2.979724285978591e-06	6.473831945186248e-06	0.5999968372243514	5.625097401207313e-06	6.9469742811634205e-06	1.0155988093174528e-05
ENPEP	STR D1 MSN	UP	1.4399102450546275	0.02397925592958927	-0.4670350125362484	0.01764991134405136	0.019203215837478638	0.035084646195173264	4.6294859203044325e-05	0.2968109202730068	4.3968972022412345e-05	4.808376252185553e-05	5.0978171202586964e-05	2.709657564992085e-05	0.03303232580814521	2.8339070922811516e-05	2.6665513360057957e-05	2.2226247892831452e-05	2.818952089000959e-05	0.36202368635106663	2.6996267479262315e-05	2.9062448447803035e-05	3.240426303818822e-05
SGF29	STR D1 MSN	UP	1.3777540930184813	0.05682718753814697	-0.18860389788060283	0.05141542851924896	0.054136622697114944	0.06492956727743149	2.2248388631851412e-05	0.3074061462632218	2.064569343929179e-05	2.334977762075141e-05	2.6230922230752185e-05	7.990035555849317e-06	0.4721394431571235	8.032418918446638e-06	9.169445547740906e-06	4.269984856364317e-06	4.926621386402985e-06	0.7346029082005704	3.8119246710266452e-06	5.353589585865848e-06	1.0663273315003607e-05
KLHL5	STR D1 MSN	UP	1.3732463198189977	0.10522392392158508	-0.3691407239068697	0.08748161792755127	0.09395478665828705	0.13423533737659454	5.2372161007951945e-05	0.11956948923723094	4.5860360842198133e-05	5.849152148584835e-05	5.909139508730732e-05	2.0305116777308285e-05	0.47043743735000587	2.1507272322196513e-05	2.0250263332854956e-05	1.4514725990011357e-05	1.5190597878245171e-05	0.5788680035493607	1.3562420463131275e-05	1.699179847491905e-05	1.8115571947419085e-05
CPLX2	STR D1 MSN	UP	1.3710034837508982	0.2093920111656189	0.23612425076578458	0.1743314117193222	0.22466525435447693	0.22917905449867249	5.444637281470932e-05	-0.6176449411235282	5.242689439910464e-05	5.502391286427155e-05	6.412624497897923e-05	7.485804417228792e-06	0.4522356168679931	8.301759407913778e-06	6.534994554385776e-06	6.274687621043995e-06	5.9675621741916984e-06	0.719913608244609	5.570881967287278e-06	4.98886493005557e-06	1.324592903984012e-05
TGFBR1	STR D1 MSN	UP	1.3667347111171242	0.10257115960121155	0.24311018207209809	0.0797654464840889	0.10722889751195908	0.12071932107210159	6.151000707177445e-05	-0.031206780169504244	5.455372593132779e-05	6.572164420504123e-05	8.206762140616775e-05	3.307615770609118e-05	0.14495462386559668	3.5302455216879025e-05	3.1568979466101155e-05	2.6536095901974477e-05	3.18827987939585e-05	0.4132258306457662	3.193213342456147e-05	3.185685272910632e-05	3.166138048982248e-05
GP6-AS1	STR D1 MSN	UP	1.3323583336849296	0.06352302432060242	-0.41288587475271027	0.052355218678712845	0.055262334644794464	0.082951620221138	2.8889377063023858e-05	0.4845188397497985	2.7901522116735578e-05	2.899588434956968e-05	3.463706161710434e-05	7.06612117937766e-05	-0.20673216830420763	7.324948091991246e-05	6.879512511659414e-05	6.339629180729389e-05	4.7645669837947935e-05	0.7188884722118053	4.4252214138396084e-05	5.027163933846168e-05	5.896680158912204e-05
LINC02940	STR D1 MSN	UP	1.323627300771784	0.11564046144485474	-0.25797919611968967	0.1046098992228508	0.10907281190156937	0.13323870301246643	1.0759500582935289e-05	0.5978476095680025	9.56348503677873e-06	1.1266483852523379e-05	1.5543429981335066e-05	2.8732758437399752e-05	0.6042865837721058	2.6031610104837455e-05	2.9777695090160705e-05	3.899988951161504e-05	2.774839595076628e-05	0.3125733143328584	2.7614609280135483e-05	2.821947418851778e-05	2.6492341930861585e-05
LIN28B-AS1	STR D1 MSN	UP	1.2989258281268472	0.10241255164146423	-0.23249749040120668	0.09417172521352768	0.10061907023191452	0.11244677752256393	7.790722884237766e-05	-0.3855096377409436	6.600717460969463e-05	8.912789780879393e-05	8.996960968943313e-05	1.9192006220691837e-05	-0.3891307282682067	2.426225910312496e-05	1.4083299902267754e-05	9.286692147725262e-06	2.9304004783625714e-05	-0.30968574214355366	3.662101153167896e-05	1.9036599042010494e-05	2.62232861132361e-05
SPSB1	STR D1 MSN	UP	1.2648718658565228	0.04818141460418701	-0.3872586098771323	0.03952626511454582	0.04120954871177673	0.06380844116210938	7.314298272831365e-05	-0.2916657916447912	6.819918780820444e-05	7.6053045631852e-05	8.82313252077438e-05	3.7676265947084175e-06	0.36904400152074995	4.410217570693931e-06	2.584697767815669e-06	4.105887455807533e-06	2.7314115868648514e-05	0.1242091052276307	2.456475885992404e-05	3.101032416452654e-05	2.9221078875707462e-05
ZC2HC1B	STR D1 MSN	UP	1.2625192388909892	0.03106459230184555	-0.25648659463711	0.028312696143984795	0.03070417419075966	0.03417687863111496	5.295405935612507e-05	0.21297532438310962	4.5670985855394974e-05	5.899909228901379e-05	6.506704085040838e-05	1.1769541742978618e-05	0.27527965798588877	1.2619992958207149e-05	1.1347862709953915e-05	8.812777195998933e-06	5.184542897040956e-05	-0.6110897772444311	5.938479080214165e-05	4.550521771307103e-05	2.9035654733888805e-05
MAP1LC3B2	STR D1 MSN	UP	1.260542965621814	0.053206656128168106	-0.39696493197848715	0.04878272861242294	0.05047445371747017	0.06036283075809479	6.307619514700491e-06	0.6587475813662191	5.347509613784496e-06	6.903930170665262e-06	9.058613613888156e-06	3.107665907009505e-05	0.22370809270231756	3.370265039848164e-05	2.7046775358030573e-05	3.0065417377045378e-05	3.4434870030963793e-05	-0.09326033150828772	3.673914761748165e-05	3.298241426819004e-05	2.5215444111381657e-05
MEF2C	STR D1 MSN	UP	1.2514142693568642	0.2336692363023758	0.2345004258209273	0.19612661004066467	0.22769038379192352	0.2771906852722168	4.961282684234902e-05	0.3256311407785195	4.477645052247681e-05	5.2786344895139337e-05	6.249431316973642e-05	1.160249303211458e-05	0.4721565312069618	1.1207758689124603e-05	1.3276828212838154e-05	8.57424583955435e-06	1.7789479898056015e-05	0.49874840574083074	1.8401880879537202e-05	1.6084524759207852e-05	2.1448331608553417e-05
SYCP2L	STR D1 MSN	UP	1.2504690244038508	0.15955114364624023	-0.20176372307679305	0.15028205513954163	0.15503764152526855	0.1733337789773941	5.323593086359324e-06	0.6666547185485009	4.1315879570902325e-06	5.587254690908594e-06	1.1481694855319802e-05	4.352180621935986e-05	-0.494839870996775	4.463010554900393e-05	4.2914751247735694e-05	3.984032082371414e-05	2.8841888706665486e-05	0.2328508212705318	2.8938356990693137e-05	2.88122446363559e-05	2.83114641206339e-05
RCOR1	STR D1 MSN	UP	1.2224289537465525	0.2444506138563156	-0.14682710841289223	0.2205384075641632	0.23493525385856628	0.2778787612915039	4.392959090182558e-05	-0.09584939623490589	4.230001650284976e-05	4.392299524624832e-05	5.446023715194315e-05	7.786720743752085e-06	0.39127128178204457	7.367474609054625e-06	9.345563739771023e-06	5.223566859058337e-06	6.102480710978853e-06	0.6087432818336355	5.3821686378796585e-06	6.179529918881599e-06	1.0730551366577856e-05
RIGI	STR D1 MSN	UP	1.2039465748255387	0.05967414006590843	-0.5453055926863607	0.05060416832566261	0.05334072187542915	0.0750776156783104	2.5954477678169496e-05	0.32232655816395417	2.547175063227769e-05	2.5984867534134537e-05	2.8887807275168598e-05	3.317244136269437e-06	0.3606504450148579	3.5007722090085736e-06	3.3230651297344593e-06	2.3910165509732906e-06	9.511712050880305e-06	0.4355861448803157	8.862439244694542e-06	1.0902111171162687e-05	7.564907718915492e-06
NOS1	STR D1 MSN	UP	1.203607113261009	0.057222630828619	-0.32130395819517277	0.05022544413805008	0.05464058369398117	0.06680184602737427	8.05697200121358e-05	0.49884797119928004	7.459323387593031e-05	8.368275302927941e-05	0.00010113925236510113	4.898471524938941e-05	0.0027930698267456693	5.493615390150808e-05	4.325241388869472e-05	3.6571556847775355e-05	4.84944466734305e-05	0.3970089252231306	4.502247247728519e-05	5.0708076742012054e-05	6.22685911366716e-05
TMEM182	STR D1 MSN	UP	1.2028867144201136	0.03371606022119522	0.37123663091550957	0.026527514681220055	0.03534915670752525	0.0392715223133564	6.0084879805799574e-05	0.12480162004050104	5.777368278359063e-05	5.9763056924566627e-05	7.681828719796613e-05	9.311722351412755e-06	0.4912950908941026	9.644940291764215e-06	9.034341928781942e-06	8.487033483106643e-06	2.196520654251799e-05	0.23323783094577366	2.1937483325018547e-05	2.0950777980033308e-05	2.6855737814912573e-05
MCOLN3	STR D1 MSN	UP	1.2027723113775688	0.025714674964547157	0.31542530107914035	0.020015904679894447	0.023611120879650116	0.03351699188351631	9.4540491772932e-06	0.2589222416027907	9.29776160774054e-06	9.31621889321832e-06	1.1253412594669499e-05	4.9833193770609796e-05	-0.4279651991299783	5.2470131777226925e-05	4.618467210093513e-05	4.763218021253124e-05	3.4635726478882134e-05	0.26510162754068856	3.4813376259990036e-05	3.511323666316457e-05	3.1194707844406366e-05
SP140	STR D1 MSN	UP	1.1953630348588336	0.021119972690939903	-0.45089319086212215	0.02018073759973049	0.021243005990982056	0.02193617820739746	3.6156261558062397e-06	0.6539803843116113	3.4013351069006603e-06	3.5397151805227622e-06	5.432197667687433e-06	3.0335464543895796e-05	0.04123753093827346	3.024367651960347e-05	3.219793507014401e-05	2.5246790755772963e-05	8.554128726245835e-05	-0.8998030825032819	9.04499102034606e-05	8.654793055029586e-05	4.6909150114515796e-05
TVP23A	STR D1 MSN	UP	1.1809612010586832	0.21534550189971924	-0.17068851361051693	0.19181765615940094	0.20028653740882874	0.2539321780204773	3.852796362480149e-05	0.3975577852817572	3.670333535410464e-05	4.017928949906491e-05	4.0775332308840007e-05	2.9799441563227447e-06	0.6861905513885389	3.241312242607819e-06	2.5216099857061636e-06	3.049640781682683e-06	6.226162440725602e-06	0.5223901823707077	6.264570401981473e-06	4.874569185631117e-06	1.2220657481520902e-05
ANO6	STR D1 MSN	UP	1.1708756885767087	0.19648870825767517	-0.21519252666990937	0.18306756019592285	0.18397614359855652	0.2224225550889969	3.111072146566585e-05	-0.37696542413560347	2.8254946300876327e-05	3.36879093083553e-05	3.4670298191485927e-05	9.820284503803123e-06	0.4101432535813396	8.903363777790219e-06	1.2273195352463517e-05	7.06085802448797e-06	1.0187765838054474e-05	0.4635363481539095	8.31610850582365e-06	1.1289916983514559e-05	1.803560007829219e-05
SLC47A1	STR D1 MSN	UP	1.16088021877726	0.1225392073392868	-0.3071932449465311	0.1126907467842102	0.11396460235118866	0.1409623771905899	2.2873848138260655e-05	0.5793459836495912	2.2142556190374307e-05	2.324037268408574e-05	2.547333497204818e-05	2.701213634281885e-05	0.24370659266481667	2.6938187147607096e-05	2.773896267171949e-05	2.521510214137379e-05	1.2057947969879024e-05	0.6942095953746127	9.352273082186002e-06	1.4516545888909604e-05	1.9394847186049446e-05
PDIA5	STR D1 MSN	UP	1.1518967936324125	0.1808127909898758	-0.16343627882909303	0.15910704433918	0.16741468012332916	0.2159164845943451	5.4350322898244485e-05	-0.09547588689717244	5.3366526117315516e-05	5.381305527407676e-05	6.377607496688142e-05	9.048079846252222e-06	0.3412842880705138	9.130827493208926e-06	1.004697878670413e-05	5.665311164193554e-06	7.925616955617443e-06	0.5761963286699651	7.6234164225752465e-06	7.5017192102677654e-06	1.1980393537669443e-05
MRPL57	STR D1 MSN	UP	1.1501829512466821	0.03549623489379883	0.37227376150906094	0.032471101731061935	0.03408493474125862	0.03993266075849533	3.403700975468382e-05	-0.28945473636840924	3.018370443896856e-05	3.7686586438212544e-05	3.784911677939817e-05	7.81803646532353e-06	0.4851753725129674	8.059790161496494e-06	7.498393642890733e-06	7.572110916953534e-06	8.590056495449971e-06	0.36723670689541144	7.920160896901507e-06	8.240157512773294e-06	1.484673521190416e-05
LINC01331	STR D1 MSN	UP	1.1349224697021483	0.11179038137197495	-0.24863945801553594	0.10018626600503922	0.10377967357635498	0.1314050406217575	8.141838043229654e-05	0.5533308332708319	7.800113962730393e-05	8.19478664197959e-05	0.00010037630272563547	1.7594611563254148e-05	0.3254136353408835	1.8538177755544893e-05	1.7117872630478814e-05	1.4340528650791384e-05	3.599232513806783e-05	0.4829100727518189	3.236046904930845e-05	3.9184800698421896e-05	4.633969729184173e-05
SLC15A2	STR D1 MSN	UP	1.132805885693752	0.0391884483397007	-0.41081606804761794	0.03660812973976135	0.03820790722966194	0.04274929314851761	1.983403080885182e-06	0.5172360116308932	1.805929969123099e-06	1.9457118014543084e-06	3.342994205013383e-06	7.890173947089352e-06	0.4491368592471115	8.050196811382193e-06	7.676745553908404e-06	7.732873200438917e-06	2.2004443962941878e-05	-0.04037800945023626	2.280427361256443e-05	2.1662051949533634e-05	1.805506326491013e-05
LINC01567	STR D1 MSN	UP	1.1181325192105935	0.036246947944164276	-0.3379072927368148	0.03290742263197899	0.0336676687002182	0.042165763676166534	5.6912467698566616e-05	0.18840321008025201	5.401476300903596e-05	5.7388762797927484e-05	7.283066224772483e-05	2.634069460327737e-06	0.49363024510018433	2.5436809210077627e-06	2.8545057375595206e-06	2.4256423785118386e-06	4.2081351239176e-06	0.6164064232396751	3.845711489702808e-06	4.515151431405684e-06	5.2942441470804624e-06
DCAF1	STR D1 MSN	UP	1.1063777283287513	0.17329400777816772	-0.25184393189578685	0.1496848315000534	0.1628134846687317	0.20738373696804047	6.639129424002022e-05	0.33250731268281714	6.429894710890949e-05	6.744341226294637e-05	7.380998431472108e-05	3.0225944556150353e-06	0.2585183222363266	3.977097094320925e-06	1.356076609226875e-06	3.2554064546275185e-06	6.976533313718392e-06	0.6715145427717001	6.131076588644646e-06	7.819133315933868e-06	8.924752364691813e-06
HOMER2	STR D1 MSN	UP	1.078964938274184	0.12481789290904999	-0.2428568072987028	0.11192458868026733	0.11496912688016891	0.14755994081497192	2.371457412664313e-05	0.010110267922111312	2.1368148736655712e-05	2.5941395506379195e-05	2.6010329747805372e-05	1.133339355874341e-05	0.3161495222941505	1.1429233381932136e-05	1.2420184248185251e-05	7.624290901731001e-06	8.332676770805847e-06	0.5265996229182554	8.493981113133486e-06	7.382283456536243e-06	1.1618397365964483e-05
SLC25A33	STR D1 MSN	UP	1.0787858329636029	0.07487329095602036	0.14957339021672333	0.0670277550816536	0.07652363181114197	0.08106844872236252	6.316164217423648e-05	0.01245331133278332	5.831256930832751e-05	6.752368790330365e-05	6.928672519279644e-05	1.1233072655159049e-05	0.403009976378179	1.1727996934496332e-05	1.1673861081362702e-05	7.470132459275192e-06	1.3481511814461555e-05	0.6052882798641517	1.3242366549093276e-05	1.0972980817314237e-05	2.6755576982395723e-05
CMPK2	STR D1 MSN	UP	1.0433182730203885	0.029431765899062157	0.17266016452619085	0.027489177882671356	0.029411589726805687	0.03139452636241913	4.968778375769034e-05	-0.3406540163504088	4.238982728566043e-05	5.563641752814874e-05	6.245185795705765e-05	1.5919457609925303e-06	0.7707038195784393	1.2414715229169815e-06	2.1607911548926495e-06	1.6346357369911857e-06	4.248704863130115e-05	-0.6433240831020777	4.484049713937566e-05	4.130764500587247e-05	3.1662970286561176e-05
ZBED3-AS1	STR D1 MSN	UP	1.03985832787252	0.14811787009239197	-0.22131584585058398	0.12746016681194305	0.12622244656085968	0.19067102670669556	8.448256994597614e-05	-0.4470081752043802	8.174827235052362e-05	8.645688649266958e-05	9.072871034732088e-05	3.4415561458445154e-06	0.5916886583681954	3.479174438325572e-06	3.5403154470259324e-06	2.9613306651299354e-06	8.400771548622288e-06	0.39449613756467633	8.347848961420823e-06	8.286761840281542e-06	9.29506859392859e-06
ZNF350-AS1	STR D1 MSN	UP	0.9791443242801253	0.15757866203784943	-0.26774303039149405	0.14391185343265533	0.14361339807510376	0.18521076440811157	4.824866846320219e-05	0.2728418210455262	4.5446209696820006e-05	5.088448597234674e-05	5.112785584060475e-05	2.436748218315188e-06	0.6812203317996044	1.7946183561434736e-06	3.414796310607926e-06	2.705963424887159e-06	2.1367139197536744e-05	0.0677146928673217	2.0910249077132903e-05	2.2945314412936568e-05	1.721929402265232e-05
ELOVL2	STR D1 MSN	UP	0.9625139884628614	0.07442215085029602	-0.2271574667674337	0.06858498603105545	0.07561568915843964	0.07906575500965118	2.702162782952655e-05	0.49832295807395194	2.559136009949725e-05	2.7704867534339428e-05	3.229971480323002e-05	4.950532002112595e-06	0.20273968298213518	5.288376542011974e-06	4.64417144030449e-06	4.189174433122389e-06	5.883208359591663e-06	0.5903564861342186	4.665199867304182e-06	7.370891580649186e-06	7.421787813655101e-06
CCDC149	STR D1 MSN	UP	0.9614578838199597	0.1732458621263504	-0.247016397758312	0.14985080063343048	0.15888285636901855	0.21100397408008575	0.00010658656537998468	0.2369594239855997	0.00010373441182309762	0.00010673972428776324	0.00012407018220983446	1.958659413503483e-05	0.23919147978699473	1.9232309568906203e-05	2.0718111045425758e-05	1.7973447029362433e-05	3.2328789529856294e-05	0.3098552463811596	3.15495090035256e-05	3.447620474616997e-05	2.777567169687245e-05
NCBP3	STR D1 MSN	UP	0.9340331235765292	0.19646243751049042	-0.2365523589542875	0.18534715473651886	0.18440282344818115	0.2196372002363205	5.869887172593735e-05	-0.2961569039225981	5.308361505740322e-05	6.382632273016497e-05	6.535245483973995e-05	1.79465496330522e-06	0.4097335248765901	1.6530194670849596e-06	2.243023800474475e-06	1.1616530173341744e-06	3.8007663079042686e-06	0.7773162349549573	3.487057028905838e-06	4.139445991313551e-06	4.403083039505873e-06
LIMD1	STR D1 MSN	UP	0.9230816448061144	0.04749690741300583	-0.2671125393949684	0.042587559670209885	0.047176893800497055	0.05272627994418144	3.09716269839555e-05	0.7053101327533189	3.018001552845817e-05	3.170590935042128e-05	3.184397064615041e-05	2.9865030228393152e-05	0.16534013350333762	3.1529474654234946e-05	3.0455334126600064e-05	1.9865048670908436e-05	1.890507701318711e-05	0.7084152103802596	1.806249019864481e-05	1.800793870643247e-05	2.88915016426472e-05
LINC02073	STR D1 MSN	UP	0.922546797160329	0.028175998479127884	-0.15880779632457487	0.024860208854079247	0.026828167960047722	0.03283959627151489	4.268743941793218e-05	0.3762634065851647	4.0149308915715665e-05	4.357143916422501e-05	5.394430991145782e-05	5.33926795469597e-05	0.3608925223130579	5.498718746821396e-05	5.057374437456019e-05	5.388564386521466e-05	4.722572703030892e-05	0.13097877446936174	4.88077785121277e-05	4.513730891630985e-05	4.595020800479688e-05
MDFIC2	STR D1 MSN	UP	0.9042366710761512	0.08211153745651245	-0.3544680777439379	0.0697936862707138	0.0774431973695755	0.09909773617982864	3.519540041452274e-05	0.23212030300757522	3.421151268412359e-05	3.545216532074846e-05	4.005330629297532e-05	9.38187622523401e-06	0.2742423844704819	9.906356353894807e-06	8.557043656765018e-06	9.239343853550963e-06	1.8724187611951493e-05	0.16850752587848103	2.0257079086150043e-05	1.5886485925875604e-05	2.12592858588323e-05
ALDH5A1	STR D1 MSN	UP	0.8074566265188111	0.21305716037750244	-0.18141777106805487	0.1932540088891983	0.19391413033008575	0.25200310349464417	0.0001319514267379418	-0.6569294232355809	0.00012385676382109523	0.00013905558444093913	0.00014319767069537193	5.53619975107722e-06	0.524952278441625	5.663246156473178e-06	5.186308953852858e-06	5.948362741037272e-06	2.0466108253458515e-05	0.22521263031575794	2.063924512185622e-05	2.0467048670980148e-05	1.926366167026572e-05
DERA	STR D1 MSN	UP	0.8031195492278	0.06940264999866486	-0.33953313159896187	0.06405229866504669	0.06535665690898895	0.07879894971847534	3.100899630226195e-05	-0.13551343865351537	3.0248060284066014e-05	3.1659517844673246e-05	3.216582990717143e-05	2.1633113647112623e-06	0.7367296020835711	1.569932464917656e-06	3.5034029224334517e-06	1.113582584366668e-06	1.2678695384238381e-05	-0.06389559738993475	1.1808197996288072e-05	1.3700724593945779e-05	1.3969155588711146e-05
VSTM4	STR D1 MSN	UP	0.7543527005224486	0.051202137023210526	-0.2675267737210177	0.047600291669368744	0.049003105610609055	0.0570029653608799	4.789180093212053e-05	-0.011857796444911124	4.408781751408242e-05	5.121333015267737e-05	5.3274536185199395e-05	1.4083734640735202e-05	0.21262431560789022	1.4853518223389983e-05	1.3541593034460675e-05	1.1885061212524306e-05	2.0491146642598324e-05	0.010102006338411549	2.034217322943732e-05	2.0280958779039793e-05	2.2495769371744245e-05
AMZ1	STR D1 MSN	UP	0.6744621868753764	0.19412069022655487	-0.18907205874489566	0.1812843531370163	0.18357504904270172	0.21750260889530182	7.58945825509727e-05	-0.11538138453461338	7.257531979121268e-05	7.904877566033974e-05	7.911906868685037e-05	4.709712356998352e-06	0.633867382767033	3.344476681377273e-06	7.262225608428707e-06	3.87411182600772e-06	1.899061317089945e-05	0.601621168569963	1.819738645281177e-05	2.0900037270621397e-05	1.5636003809049726e-05
