gene	celltype	trend_class	score	RNA_mean	RNA_rho	NAC_RNA	Pu_RNA	CaB_RNA	H3K27ac_mean	H3K27ac_rho	NAC_K27ac	Pu_K27ac	CaB_K27ac	H3K27me3_mean	H3K27me3_rho	NAC_K27me3	Pu_K27me3	CaB_K27me3	H3K9me3_mean	H3K9me3_rho	NAC_K9me3	Pu_K9me3	CaB_K9me3
ACE	STR D2 MSN	UP	1.79858464185569	0.08858507126569748	0.2813038863150628	0.06142011284828186	0.09723716229200363	0.10709786415100098	9.748552110977471e-05	0.8323033075826897	7.38226663088426e-05	0.00010401288454886526	0.0001082514354493469	3.415640094317496e-06	-0.3437991449126165	4.863178673986113e-06	3.529752802933217e-06	2.6988459467247594e-06	6.271713118621847e-06	0.7210115531471408	6.139664492366137e-06	5.800110102427425e-06	6.875362032587873e-06
PRKD1	STR D2 MSN	UP	1.7958540540694747	1.2396860122680664	-0.3384906558168023	0.7746694684028625	1.4566802978515625	1.4877091646194458	2.0126073650317267e-05	-0.3044221105527639	1.6197758668567985e-05	2.0632209270843305e-05	2.261257941427175e-05	1.2761499874613946e-06	-0.7975704948422263	1.9236906609876314e-06	7.543791866737592e-07	1.8912552377514658e-06	9.721268725115806e-06	0.3084095202650789	1.2103024346288294e-05	9.875519026536494e-06	7.185261893027928e-06
ADAMTS19-AS1	STR D2 MSN	UP	1.7828324612800297	0.16317354142665863	0.23739040719203128	0.12070845812559128	0.176267609000206	0.19254456460475922	8.847947901813313e-05	0.8916162904072603	6.78720316500403e-05	9.384669829159975e-05	9.823918662732467e-05	2.3812890503904782e-06	-0.7577817504117674	5.983546543575358e-06	1.4040939504411654e-06	2.657767026903457e-06	1.6103349480545148e-05	0.31961112708085254	1.8049186110147275e-05	1.728919960441999e-05	1.2971637261216529e-05
ITGA1	STR D2 MSN	UP	1.7550454058908687	0.026201030239462852	0.34375261577053134	0.019027356058359146	0.027383852750062943	0.03219186142086983	2.4703931558178738e-05	0.5629895747393686	1.6634839994367212e-05	2.743050026765559e-05	2.77685667242622e-05	2.103783299389761e-05	-0.20777619440486014	2.9808958061039448e-05	2.0278666852391325e-05	1.906423676700797e-05	1.3333045899344143e-05	0.640461891352927	1.4872809515509289e-05	1.3483194379659835e-05	1.1643143807305023e-05
NRG3	STR D2 MSN	UP	1.7491695243065497	2.281670570373535	-0.19682011749381595	2.0315937995910645	2.3099775314331055	2.503438711166382	8.60664076753892e-05	0.9139608490212257	5.444923954200931e-05	9.620251512387767e-05	9.873802628135309e-05	7.1102795118349604e-06	-0.5856290236308848	1.864911973825656e-05	6.227656285773264e-06	4.324298970459495e-06	1.3955624126538169e-05	0.20549846452355175	1.7578175175003707e-05	1.4241610188037157e-05	1.0047082469100133e-05
SCN1A	STR D2 MSN	UP	1.72477321761759	1.328208327293396	-0.22398293594945676	1.1293896436691284	1.4155381917953491	1.4396998882293701	5.128632255946286e-05	0.7463661591539789	3.167383329127915e-05	5.748220064560883e-05	5.925727236899547e-05	1.1552246178325731e-05	-0.22261189921557967	3.0253220757003874e-05	8.701949809619691e-06	9.356445843877736e-06	1.6355077605112456e-05	0.31980588022058015	1.7264712369069457e-05	1.6421867258031853e-05	1.537865500722546e-05
LINC01378	STR D2 MSN	UP	1.7183144280248206	0.9478753805160522	-0.30718886275216845	0.5195780396461487	1.0683525800704956	1.2556966543197632	6.766002479707822e-05	0.6207605190129754	5.9676345699699596e-05	6.850248610135168e-05	7.293895760085434e-05	3.1499109809374204e-06	-0.6982384280615466	4.5596202653541695e-06	2.4934149678301765e-06	3.7058450743643334e-06	1.9972656446043402e-05	0.49577983041323165	1.7684113117866218e-05	2.175666122639086e-05	2.0477149519138038e-05
PTPRT	STR D2 MSN	UP	1.7126697652373144	1.1950905323028564	-0.2938944239148148	0.8373327851295471	1.3532480001449585	1.3946893215179443	7.487107359338552e-05	0.632486312157804	6.344814755721018e-05	7.853067654650658e-05	7.945198740344495e-05	7.417413598886924e-06	-0.5432632420755211	1.2351037184998859e-05	7.597035619255621e-06	5.316303031577263e-06	1.164968307421077e-05	0.6515730784348455	1.0174853741773404e-05	1.2848467122239526e-05	1.1925720173167065e-05
ZMAT4	STR D2 MSN	UP	1.7086930242735658	1.4550222158432007	-0.2593716336600636	1.1778851747512817	1.586603045463562	1.6005775928497314	8.085934678092599e-05	0.7673576839420986	6.656373443547636e-05	8.566433098167181e-05	8.632002572994679e-05	9.348216735816095e-06	-0.6699170028013279	2.5246488803531975e-05	8.84136443346506e-06	4.3510917748790234e-06	7.524818101956043e-06	0.4497670596987523	6.572694019268965e-06	6.483447577920742e-06	9.518308615952265e-06
LINC03021	STR D2 MSN	UP	1.6907570029763772	0.03819767385721207	-0.48270890814589407	0.03067648597061634	0.04010503366589546	0.04381147027015686	4.1480579966446385e-05	0.5086357158928974	2.4383602067246102e-05	4.398357850732282e-05	5.193894685362466e-05	2.409223816357553e-05	-0.34682517062926577	3.6130739317741245e-05	2.1938953068456613e-05	2.3198945200419985e-05	2.8555692551890388e-05	0.42687017175429387	3.396739703021012e-05	2.4434220904367976e-05	2.7265465178061277e-05
LDLRAD4	STR D2 MSN	UP	1.6559163347882135	2.2550387382507324	-0.4554861992966407	1.7965697050094604	2.494997024536133	2.4735450744628906	0.00013043673243373632	0.8702662566564167	0.00011357152106938884	0.0001354090782115236	0.00013772166857961565	5.14416399255424e-07	-0.6196049703219397	2.036306113950559e-06	2.5128383640549146e-07	3.866495035254047e-07	4.718624040833674e-06	0.3080848235255074	5.984721155982697e-06	4.011697456007823e-06	4.159451691521099e-06
RAP1GDS1	STR D2 MSN	UP	1.6411949611517418	1.0888118743896484	-0.20997630262110728	0.8680008053779602	1.1720377206802368	1.226394772529602	8.576077379984781e-05	0.8165349133728346	6.838924309704453e-05	9.178421169053763e-05	9.217271872330457e-05	2.0848926851613214e-06	-0.6727044631074086	5.685482392436825e-06	1.3425637916952837e-06	1.978306499950122e-06	7.361345069512026e-06	0.4374679681712875	6.088327609177213e-06	8.448220796708483e-06	7.54748043618747e-06
AGRN	STR D2 MSN	UP	1.6276772507285255	0.02483164519071579	0.43709506121399716	0.015240661799907684	0.029562676325440407	0.02969159185886383	0.0001158474842668511	0.2338183454586365	0.00010619917156873271	0.0001172057818621397	0.00012181526835775003	1.8923270545201376e-05	-0.8351988589506593	2.896648584282957e-05	1.7066528016584925e-05	1.8276616174262017e-05	1.578366027388256e-05	0.7379247131424822	1.1913737580471206e-05	1.9245109797338955e-05	1.619213799131103e-05
GPR22	STR D2 MSN	UP	1.6242410920202797	0.034792330116033554	0.33543750177819537	0.027486788108944893	0.03752084821462631	0.03936932608485222	8.774353773333132e-05	0.6544738618465462	7.98153123469092e-05	8.843987598083913e-05	9.315584611613303e-05	4.7107067757679033e-07	-0.6020094360858138	2.0273505469958764e-06	1.367442479249803e-07	4.470053909244598e-07	1.0144626685359981e-05	0.3705778927512441	6.790346105844947e-06	1.4014768566994462e-05	9.628755833546165e-06
GREM2	STR D2 MSN	UP	1.6108402136260225	0.23621025681495667	-0.238317428018951	0.15614598989486694	0.261820912361145	0.2906639277935028	4.482871372601949e-05	0.2215750393759844	3.424882743274793e-05	4.6630262659164146e-05	5.099448389955796e-05	4.270998942956794e-06	-0.4307286484201125	4.883919700660044e-06	4.3684026422852185e-06	3.887307229888393e-06	5.180166226637084e-06	0.5432097798948392	3.965149062423734e-06	7.996596650627907e-06	3.5787538763543125e-06
LARGE1	STR D2 MSN	UP	1.6048004477663964	1.9467875957489014	-0.4764128492412465	1.3784116506576538	2.2182717323303223	2.2436776161193848	9.859217243501917e-05	0.9093137328433212	6.694447802146897e-05	0.00010915027814917266	0.00011077621456934139	9.310585483035538e-06	-0.5158013803563811	8.235244422394317e-06	9.477139428781811e-06	9.432505066797603e-06	9.4096239990904e-06	0.38556423866506867	1.1165195246576332e-05	8.220358722610399e-06	8.843305295158643e-06
ITPKA	STR D2 MSN	UP	1.5916707642412662	0.07551898807287216	0.3459725866295203	0.06355492025613785	0.07694061845541	0.08606135100126266	0.00014034024206921458	0.9064276606915174	9.899555880110711e-05	0.00014840930816717446	0.00016318916459567845	4.565608833217993e-06	-0.6999342919682578	8.977577635960188e-06	3.3212963899131864e-06	4.9817772378446534e-06	5.838873676111689e-06	0.6612300406144607	4.73151840196806e-06	7.39403958505136e-06	5.391058039094787e-06
B3GAT2	STR D2 MSN	UP	1.579764856537183	0.13803566992282867	-0.23119650047046805	0.12188873440027237	0.12967342138290405	0.1625446230173111	7.860492769395933e-05	0.8529738243456088	6.427985499612987e-05	7.833589188521728e-05	9.023325401358306e-05	8.087498827080708e-06	-0.6051105413810469	1.7855865735327825e-05	6.843245046184165e-06	6.540978574776091e-06	1.0485399798199069e-05	0.49818803103893977	9.607392712496221e-06	1.1239587365707848e-05	1.0609220225887839e-05
HSDL2-AS1	STR D2 MSN	UP	1.57595819701746	0.06871990859508514	-0.40246430893881785	0.05917315557599068	0.06743847578763962	0.07954806834459305	6.0381091316230595e-05	0.4940898522463062	4.5118300477042794e-05	6.580600165762007e-05	6.585374649148434e-05	4.576840638037538e-06	-0.5541327041823773	1.0854581887542736e-05	3.250523604947375e-06	4.443348643690115e-06	3.5599005059339106e-05	0.6061561539038477	3.117277447017841e-05	3.349265534779988e-05	4.213154534227215e-05
MAPK4	STR D2 MSN	UP	1.525766648761994	1.359377384185791	-0.270472064492789	1.081497311592102	1.4863883256912231	1.5102441310882568	0.00010439428297104314	0.9183904597614942	7.469272532034665e-05	0.0001108278738684021	0.0001200373299070634	3.596006536099594e-06	-0.6783306283817495	5.475403213495156e-06	3.2535294849367347e-06	3.4668664739001542e-06	1.451211119274376e-05	0.45988317347448243	1.461789543100167e-05	1.467775109631475e-05	1.424068796040956e-05
BID	STR D2 MSN	UP	1.5048599319564986	0.06437905132770538	-0.25904295525523435	0.052872661501169205	0.0670444667339325	0.07322005927562714	0.00019884284120053053	0.5310072751818797	0.00017089647008106112	0.00020385901734698564	0.0002148174971807748	1.5004856322775595e-05	-0.8359402111059155	3.538674354786053e-05	1.1491910299810115e-05	1.3275654055178165e-05	2.3132435671868734e-05	0.25889747243681094	2.1712452507927082e-05	2.708170359255746e-05	2.0603147277142853e-05
TMCO4	STR D2 MSN	UP	1.4892310399884963	0.10320831090211868	0.25984026494389917	0.08376868814229965	0.11278378963470459	0.11307231336832047	5.984581002849154e-05	0.04737870223457254	4.458487455849536e-05	6.09917588008102e-05	7.049892883514985e-05	3.2230880606221035e-05	-0.8236480912022802	4.909611016046256e-05	3.106124131591059e-05	2.79621690424392e-05	3.205842585884966e-05	0.7678391959798995	3.3924061426660046e-05	3.1737949029775336e-05	3.0513287128997035e-05
CZIB	STR D2 MSN	UP	1.479569289098494	0.046047259122133255	0.27143989558670656	0.042717527598142624	0.04553598165512085	0.049888256937265396	8.935046207625419e-05	0.6542023550588767	6.822935392847285e-05	9.191915160045028e-05	0.0001029044360620901	3.582062390705687e-06	-0.7324798919054307	1.6310525552398758e-06	2.792994337141863e-06	5.58593410460162e-06	1.5816267477930523e-05	0.3490041924118828	1.6797654097899795e-05	1.4898761037329677e-05	1.5752404578961432e-05
TMEM145	STR D2 MSN	UP	1.4496579785449522	0.0362921804189682	0.34964940773020314	0.02533942461013794	0.041061729192733765	0.0424753800034523	0.00019567125127650797	0.7394839870996776	0.00015769401215948164	0.00019978595082648098	0.00022065307712182403	3.466306679911213e-06	-0.768687309168394	4.8198298827628605e-06	2.7157186650583753e-06	4.1965340642491356e-06	7.487150014640065e-06	0.5956306955985957	8.595610779593699e-06	6.361302439472638e-06	7.504536370106507e-06
MAN2B2	STR D2 MSN	UP	1.4435090848086587	0.06255745887756348	0.34128700217400826	0.053161583840847015	0.06280813366174698	0.07170265167951584	0.00011205832561245188	0.8537778444461114	8.649617666378617e-05	0.00011800473293988034	0.0001250257482752204	1.1518740166138741e-06	-0.6493174773385808	1.7077127267839387e-06	1.0156128382732277e-06	1.17081151529419e-06	9.097896509047132e-06	0.667934723963129	6.628838491451461e-06	9.448281161894556e-06	1.1216564416827168e-05
FXYD7	STR D2 MSN	UP	1.4373161576208267	0.05215961113572121	0.3743490391930862	0.03642358258366585	0.06021837890148163	0.05983688309788704	0.00013269450573716313	-0.026565664141603548	0.00012166235683253035	0.0001342727045994252	0.0001394877181155607	1.6350822988897562e-05	-0.8315658890455784	2.7647514798445627e-05	1.3771056728728581e-05	1.6426027286797762e-05	2.5990580979851075e-05	0.5822680567014176	2.8052561901859008e-05	2.5052544515347108e-05	2.486663834133651e-05
PRSS51	STR D2 MSN	UP	1.387636053544801	0.06967169791460037	0.3752960388433803	0.05957859009504318	0.06786388903856277	0.08157262206077576	1.76028970599873e-05	-0.15229915015222717	1.4892666513333097e-05	1.7186379409395158e-05	2.0245657651685178e-05	3.914234184776433e-05	-0.6254931373284333	6.222389492904767e-05	3.656591070466675e-05	3.4894022974185646e-05	2.3757007511449046e-05	0.6576708743219132	2.6525536668486893e-05	2.4833465431584045e-05	1.991197314055171e-05
RTN4RL1	STR D2 MSN	UP	1.3801531130215772	0.0810680091381073	-0.4003528070503156	0.0679909884929657	0.08619438856840134	0.08901859074831009	0.00018268503481522202	0.6135183379584491	0.00017106895393226296	0.0001818501768866554	0.00019286152382846922	4.4479202188085765e-06	-0.5626300679788142	1.142643941420829e-05	3.2749596812209347e-06	3.8071400467742933e-06	6.525201570184436e-06	0.7167587344409747	5.251292350294534e-06	8.149408131430391e-06	6.1749010455969255e-06
RASGRP2	STR D2 MSN	UP	1.3623148023671379	0.12469423562288284	0.24849412947608793	0.0974024310708046	0.13389495015144348	0.14278531074523926	0.000186709949048236	0.8777079426985676	0.00014654791448265314	0.00020071699691470712	0.00020143529400229454	4.727267878479324e-06	-0.7599461702682956	6.5388521761633456e-06	4.135190010856604e-06	5.030723968957318e-06	7.452807039953768e-06	0.6749198856740477	6.278188266151119e-06	8.538381734979339e-06	7.5418520282255486e-06
PIAS4	STR D2 MSN	UP	1.348300051396803	0.05089611932635307	-0.21725012827642273	0.04494732618331909	0.04999244585633278	0.057748567312955856	9.274417971028015e-05	0.8505542638565965	7.559583900729194e-05	9.673533349996433e-05	0.00010144088446395472	1.795710659280303e-06	-0.7419714623151623	2.470390654707444e-06	1.4863416026855703e-06	2.053893012998742e-06	6.13794736636919e-06	0.4553418592177029	8.73438057169551e-06	5.11173630002304e-06	4.567722498904914e-06
SNN	STR D2 MSN	UP	1.343133232586209	0.06718511879444122	0.29940384716557894	0.05466477572917938	0.07038510590791702	0.07650543004274368	0.00019442351185716689	0.9218900472511813	0.00014944662689231336	0.00020522030536085367	0.00021683558588847518	1.3344151739147492e-05	-0.8596116587031897	1.7451469830120914e-05	1.2262997188372537e-05	1.3605383173853625e-05	1.3026402484683786e-05	0.5975886392702031	1.1549769624252804e-05	1.63624354172498e-05	1.1166999684064649e-05
